country,number,title,date,url
Hungary,2012/061,New data on quarantine pests and pests of the EPPO Alert List,2012-03,https://gd.eppo.int/reporting/article-1888
Hungary,2012/045,Exotic vegetation in thermal waters in Hungary,2012-02,https://gd.eppo.int/reporting/article-1872
Hungary,2012/046,Limnophila sessiliﬂora in the EPPO region: addition to the EPPO Alert List,2012-02,https://gd.eppo.int/reporting/article-1873
Hungary,2012/019,Effect of Ambrosia artemisiifolia invasion on public health and agricultural production in Hungary,2012-01,https://gd.eppo.int/reporting/article-1846
Hungary,2012/012,Luperomorpha xanthodera: a new flea beetle recently introduced into the EPPO region,2012-01,https://gd.eppo.int/reporting/article-1839
Hungary,2012/014,New data on quarantine pests and pests of the EPPO Alert List,2012-01,https://gd.eppo.int/reporting/article-1841
Hungary,2011/134,First reports of Monilia polystroma in Hungary and the Czech Republic,2011-06,https://gd.eppo.int/reporting/article-1703
Hungary,2011/088,New data on quarantine pests and pests of the EPPO Alert List,2011-04,https://gd.eppo.int/reporting/article-205
Hungary,2011/058,Insect pests newly recorded in the EPPO region,2011-03,https://gd.eppo.int/reporting/article-154
Hungary,2011/049,"11th International Conference on the Ecology and Management of Alien Plant Invasions: Bridging the gap between scientific knowledge and management practice (Zsombathely, HU, 2011-08-30/09-03)",2011-02,https://gd.eppo.int/reporting/article-127
Hungary,2011/015,Update on the situation of Tomato torrado virus in Hungary,2011-01,https://gd.eppo.int/reporting/article-56
Hungary,2010/172,"Recommendations from the interactive workshop for invasive alien species in EU countries (Budapest (HU), 2009-10-06/08)",2010-09,https://gd.eppo.int/reporting/article-635
Hungary,2010/135,Incursion of Dryocosmus kuriphilus in Hungary,2010-08,https://gd.eppo.int/reporting/article-586
Hungary,2010/052,First report of Tuta absoluta in Hungary,2010-03,https://gd.eppo.int/reporting/article-420
Hungary,2010/009,Leptoglossus occidentalis: an invasive alien species spreading in Europe,2010-01,https://gd.eppo.int/reporting/article-307
Hungary,2009/191,First report of an unsual insect species in Hungary: Acharia stimulea,2009-10,https://gd.eppo.int/reporting/article-399
Hungary,2009/194,Harmonia axyridis (Harlequin ladybird): an invasive species which continues to spread within Europe,2009-10,https://gd.eppo.int/reporting/article-402
Hungary,2009/155,First report of Dryocosmus kuriphilus in Hungary,2009-08,https://gd.eppo.int/reporting/article-343
Hungary,2009/115,First report of Scaphoideus titanus in Hungary,2009-06,https://gd.eppo.int/reporting/article-265
Hungary,2009/124,The most important invasive alien plants in Hungary,2009-06,https://gd.eppo.int/reporting/article-274
Hungary,2008/206,Colombian datura virus: an emerging disease?,2008-10,https://gd.eppo.int/reporting/article-829
Hungary,2008/133,"Humulus japonicus, an emerging invader in Hungary",2008-06,https://gd.eppo.int/reporting/article-753
Hungary,2008/129,Incursion of Tomato torrado virus in Hungary,2008-06,https://gd.eppo.int/reporting/article-736
Hungary,2008/114,"First International conference on Ambrosia artemisiifolia, Budapest (HU), 2008-09-11/13",2008-05,https://gd.eppo.int/reporting/article-699
Hungary,2007/210,New data on quarantine pests and pests of the EPPO Alert List,2007-11,https://gd.eppo.int/reporting/article-1273
Hungary,2007/107,New data on quarantine pests and pests of the EPPO Alert List,2007-06,https://gd.eppo.int/reporting/article-1088
Hungary,2007/054,First report of Impatiens necrotic spot virus in Hungary,2007-03,https://gd.eppo.int/reporting/article-999
Hungary,2007/028,Survey on glasshouse thrips and tospoviruses in Hungary,2007-02,https://gd.eppo.int/reporting/article-910
Hungary,2007/029,Surveys on grapevine yellows and insect vectors in Hungary,2007-02,https://gd.eppo.int/reporting/article-911
Hungary,2006/220,A theory of plant invasiveness based on biological traits in the area of origin,2006-10,https://gd.eppo.int/reporting/article-1294
Hungary,2006/199,Erechtites hieracifolia reproduction biology,2006-09,https://gd.eppo.int/reporting/article-1266
Hungary,2006/174,Humulus japonicus: an emerging invader,2006-08,https://gd.eppo.int/reporting/article-1202
Hungary,2006/173,Datasheets on invasive alien plants in Hungary,2006-08,https://gd.eppo.int/reporting/article-1196
Hungary,2006/138,New data on quarantine pests and pests of the EPPO Alert List,2006-07,https://gd.eppo.int/reporting/article-1131
Hungary,2006/085,New disease of sugar beet ‘Syndrome des Basses Richesses’ found in Hungary,2006-04,https://gd.eppo.int/reporting/article-995
Hungary,2006/010,Puccinia horiana found in Hungary,2006-01,https://gd.eppo.int/reporting/article-886
Hungary,2005/174,A survey of weeds that are increasingly spreading in Europe,2005-11,https://gd.eppo.int/reporting/article-1506
Hungary,2005/150,"Cyperus esculentus, a new weed in Hungary",2005-10,https://gd.eppo.int/reporting/article-1482
Hungary,2004/174,Phytosanitary incident: first finding of Glomerella acutata in Hungary,2004-11,https://gd.eppo.int/reporting/article-1695
Hungary,2004/167,First report of Pepino mosaic potexvirus in Hungary,2004-11,https://gd.eppo.int/reporting/article-1688
Hungary,2004/095,First report of Phyllonorycter issikii in Hungary,2004-06,https://gd.eppo.int/reporting/article-1616
Hungary,2004/058,Situation of Diabrotica virgifera in the EPPO region,2004-04,https://gd.eppo.int/reporting/article-1579
Hungary,2003/141,New data on quarantine pests and pests of the EPPO Alert List,2003-10,https://gd.eppo.int/reporting/article-2127
Hungary,2003/001,Situation of Diabrotica virgifera virgifera in the EPPO region,2003-01,https://gd.eppo.int/reporting/article-1987
Hungary,2002/162,Epidemic of Plasmopara halstedii on Ambrosia artemiisifolia in Hungary,2002-10,https://gd.eppo.int/reporting/article-2326
Hungary,2002/159,Details on the situation of several quarantine pests in Hungary in 2001,2002-10,https://gd.eppo.int/reporting/article-2323
Hungary,2002/141,First report of Globodera pallida in Hungary,2002-09,https://gd.eppo.int/reporting/article-2305
Hungary,2002/092,Update on the situation of Pepino mosaic potexvirus in the EPPO region,2002-06,https://gd.eppo.int/reporting/article-2256
Hungary,2002/001,Situation of Diabrotica virgifera virgifera in the EPPO region,2002-01,https://gd.eppo.int/reporting/article-2164
Hungary,2001/108,First report of the Phytophthora disease of alder in Hungary,2001-06,https://gd.eppo.int/reporting/article-2933
Hungary,2001/102,First report of Liriomyza huidobrensis in Hungary,2001-06,https://gd.eppo.int/reporting/article-2927
Hungary,2001/083,Details on the situation of several quarantine pests in Hungary in 2000,2001-05,https://gd.eppo.int/reporting/article-2908
Hungary,2001/033,First report of the Phytophthora disease of alder in Hungary,2001-02,https://gd.eppo.int/reporting/article-2858
Hungary,2001/003,Situation of Diabrotica virgifera virgifera in the EPPO region in 2000,2001-01,https://gd.eppo.int/reporting/article-2348
Hungary,2000/130,Ralstonia solanacearum found in Hungary,2000-09,https://gd.eppo.int/reporting/article-3161
Hungary,2000/100,Details on the situation of several quarantine pests in Hungary in 1999,2000-06,https://gd.eppo.int/reporting/article-3130
Hungary,2000/031,Situation of Diabrotica virgifera in the EPPO region,2000-02,https://gd.eppo.int/reporting/article-3061
Hungary,2000/032,Details on glasshouse quarantine pests in EPPO countries,2000-02,https://gd.eppo.int/reporting/article-3062
Hungary,1999/058,Situation of Erwinia amylovora in Hungary in 1998,1999-04,https://gd.eppo.int/reporting/article-3378
Hungary,1999/057,Details on the situation of several quarantine pests in Hungary in 1998,1999-04,https://gd.eppo.int/reporting/article-3377
Hungary,1998/141,Situation of several quarantine pests in Hungary in 1997,1998-08,https://gd.eppo.int/reporting/article-3650
Hungary,1998/140,Situation of fireblight in Hungary in 1997,1998-08,https://gd.eppo.int/reporting/article-3649
Hungary,1998/125,Occurrence of apple proliferation and pear decline phytoplasmas in pears in Hungary,1998-07,https://gd.eppo.int/reporting/article-3634
Hungary,1998/106,Characterization of plum pox isolates in Hungary,1998-06,https://gd.eppo.int/reporting/article-3615
Hungary,1998/01,Present situation of Diabrotica virgifera in Central Europe,1998-01,https://gd.eppo.int/reporting/article-3510
Hungary,1997/217,Tilletia indica is not present in Hungary,1997-11,https://gd.eppo.int/reporting/article-3946
Hungary,1997/213,Opogona sacchari found and eradicated in Hungary,1997-11,https://gd.eppo.int/reporting/article-3942
Hungary,1997/156,Larvae of Diabrotica virgifera observed in Hungary,1997-08,https://gd.eppo.int/reporting/article-3885
Hungary,1997/148,First report of Mycosphaerella pini in Hungary,1997-08,https://gd.eppo.int/reporting/article-3877
Hungary,1997/090,Situation of fireblight in Hungary in 1996,1997-05,https://gd.eppo.int/reporting/article-3819
Hungary,1997/46,New data on pests of quarantine importance,1997-03,https://gd.eppo.int/reporting/article-3775
Hungary,1997/33,Situation of Diabrotica virgifera in Central Europe,1997-02,https://gd.eppo.int/reporting/article-3762
Hungary,1997/09,Fireblight in Central Europe,1997-01,https://gd.eppo.int/reporting/article-3738
Hungary,1996/211,A new pest of horse chestnut: Cameraria ohridella,1996-11,https://gd.eppo.int/reporting/article-4165
Hungary,1996/141,Damage of Helicoverpa armigera on grapevine in Hungary,1996-07,https://gd.eppo.int/reporting/article-4096
Hungary,1996/106,First report of Erwinia amylovora in Hungary,1996-06,https://gd.eppo.int/reporting/article-4061
Hungary,1996/10,Situation of beet necrotic yellow vein furovirus in Hungary,1996-01,https://gd.eppo.int/reporting/article-3965
Hungary,1996/15,Tomato spotted wilt tospovirus is present in Hungary,1996-01,https://gd.eppo.int/reporting/article-3970
Hungary,1996/07,Situation of Diabrotica virgifera in Hungary,1996-01,https://gd.eppo.int/reporting/article-3962
Hungary,1995/194,Update on the situation of Helicoverpa armigera in Hungary,1995-09,https://gd.eppo.int/reporting/article-4393
Hungary,1995/172,Erwinia chrysanthemi in Hungary on potato and maize,1995-08,https://gd.eppo.int/reporting/article-4352
Hungary,1994/216,Situation of Helicoverpa armigera in Hungary,1994-11,https://gd.eppo.int/reporting/article-4706
Hungary,1993/198,Occurrence of quarantine pests in Hungary,1993-11,https://gd.eppo.int/reporting/article-5023
Hungary,1990/03,Frankliniella occidentalis on glasshouse and outdoor crops in Hungary,1990-07,https://gd.eppo.int/reporting/article-5628
Hungary,1990/06,Status of Globodera rostochiensis in Hungary,1990-07,https://gd.eppo.int/reporting/article-5631
Hungary,1990/10,Advanced study course on Environmentally sound plant protection,1990-06,https://gd.eppo.int/reporting/article-5625
Hungary,1990/04,Distribution of Liriomyza huidobrensis in the EPPO region,1990-02,https://gd.eppo.int/reporting/article-5576
Hungary,1988/08,Beet necrotic yellow vein virus and other new pests in Hungary,1988-07,https://gd.eppo.int/reporting/article-5719
Hungary,1987/01,Status of Opogona sacchari in EPPO region,1987-16,https://gd.eppo.int/reporting/article-5752
Hungary,1987/01,Status of Frankliniella occidentalis in EPPO region,1987-15,https://gd.eppo.int/reporting/article-5751
Hungary,1985/01,New Phytosanitary Certificate in Use in Hungary,1985-07,https://gd.eppo.int/reporting/article-5773
Hungary,1983/01,New record of Globodera rostochiensis in Hungary,1983-04,https://gd.eppo.int/reporting/article-5782
Hungary,1977/04,Incidence of Corythuca ciliata Say in Hungary,1977-01,https://gd.eppo.int/reporting/article-5818
Hungary,1975/06,Phthorimaea openculella intercepted in Hungary,1975-01,https://gd.eppo.int/reporting/article-5839
Iceland,2025/093,First report of pepper whitefly-borne vein yellows virus in Spain and in Europe,2025-04,https://gd.eppo.int/reporting/article-8106
Iceland,2025/053,The spread and impact of Pinus contorta in Iceland,2025-02,https://gd.eppo.int/reporting/article-8066
Iceland,2019/117,"First reports of Halyomorpha halys in Belgium, Bulgaria and in Malta and update for other European countries",2019-06,https://gd.eppo.int/reporting/article-6547
Iceland,2013/071,Assessment of the ecological effects of Mimulus guttatus in the Netherlands,2013-03,https://gd.eppo.int/reporting/article-2533
Iceland,2000/114,Brown rot and ring rot of potato absent from Israel,2000-07,https://gd.eppo.int/reporting/article-3145
Iceland,2000/118,Phytophthora cactorum found and under eradication in Israel,2000-07,https://gd.eppo.int/reporting/article-3149
India,2025/229,New data on quarantine pests and pests of the EPPO Alert List,2025-10,https://gd.eppo.int/reporting/article-8244
India,2025/206,New data on quarantine pests and pests of the EPPO Alert List,2025-09,https://gd.eppo.int/reporting/article-8221
India,2025/180,New reports of plum viruses and viroids in India,2025-07,https://gd.eppo.int/reporting/article-8195
India,2025/105,"Potexvirus citriflavimaculae, a new Mandarivirus associated with vein yellowing and mottling of citrus",2025-04,https://gd.eppo.int/reporting/article-8118
India,2025/028,New data on quarantine pests and pests of the EPPO Alert List,2025-02,https://gd.eppo.int/reporting/article-8041
India,2024/164,New data on quarantine pests and pests of the EPPO Alert List,2024-08,https://gd.eppo.int/reporting/article-7914
India,2024/097,New data on quarantine pests and pests of the EPPO Alert List,2024-05,https://gd.eppo.int/reporting/article-7847
India,2024/063,First report ot tomato brown rugose fruit virus in India,2024-03,https://gd.eppo.int/reporting/article-7813
India,2024/044,New host crops of cucurbit chlorotic yellows virus,2024-02,https://gd.eppo.int/reporting/article-7794
India,2023/243,New data on quarantine pests and pests of the EPPO Alert List,2023-11,https://gd.eppo.int/reporting/article-7725
India,2023/194,New data on quarantine pests and pests of the EPPO Alert List,2023-09,https://gd.eppo.int/reporting/article-7676
India,2023/079,New data on quarantine pests and pests of the EPPO Alert List,2023-04,https://gd.eppo.int/reporting/article-7561
India,2023/055,New data on quarantine pests and pests of the EPPO Alert List,2023-03,https://gd.eppo.int/reporting/article-7537
India,2023/031,New data on quarantine pests and pests of the EPPO Alert List,2023-02,https://gd.eppo.int/reporting/article-7513
India,2023/001,New data on quarantine pests and pests of the EPPO Alert List,2023-01,https://gd.eppo.int/reporting/article-7483
India,2022/028,New data on quarantine pests and pests of the EPPO Alert List,2022-02,https://gd.eppo.int/reporting/article-7258
India,2022/043,"Cucurbit chlorotic yellows virus, an emerging virus of cucurbits spreading worldwide",2022-02,https://gd.eppo.int/reporting/article-7273
India,2022/001,New data on quarantine pests and pests of the EPPO Alert List,2022-01,https://gd.eppo.int/reporting/article-7231
India,2021/235,New data on quarantine pests and pests of the EPPO Alert List,2021-11,https://gd.eppo.int/reporting/article-7174
India,2021/256,Impact of Koenigia polystachya in its native range,2021-11,https://gd.eppo.int/reporting/article-7227
India,2021/252,Apple necrotic mosaic virus: a new ilarvirus of apple trees in Asia,2021-11,https://gd.eppo.int/reporting/article-7223
India,2021/215,Possible occurrence of Spodoptera eridania in India (and Asia),2021-10,https://gd.eppo.int/reporting/article-7154
India,2021/049,New data on quarantine pests and pests of the EPPO Alert List,2021-03,https://gd.eppo.int/reporting/article-6988
India,2021/001,New data on quarantine pests and pests of the EPPO Alert List,2021-01,https://gd.eppo.int/reporting/article-6940
India,2020/210,New data on quarantine pests and pests of the EPPO Alert List,2020-10,https://gd.eppo.int/reporting/article-6888
India,2020/184,New data on quarantine pests and pests of the EPPO Alert List,2020-09,https://gd.eppo.int/reporting/article-6862
India,2020/158,New data on quarantine pests and pests of the EPPO Alert List,2020-08,https://gd.eppo.int/reporting/article-6836
India,2020/091,New data on quarantine pests and pests of the EPPO Alert List,2020-05,https://gd.eppo.int/reporting/article-6769
India,2020/067,New data on quarantine pests and pests of the EPPO Alert List,2020-04,https://gd.eppo.int/reporting/article-6745
India,2020/048,New data on quarantine pests and pests of the EPPO Alert List,2020-03,https://gd.eppo.int/reporting/article-6726
India,2019/199,New data on quarantine pests and pests of the EPPO Alert List,2019-10,https://gd.eppo.int/reporting/article-6629
India,2019/133,New data on quarantine pests and pests of the EPPO Alert List,2019-07,https://gd.eppo.int/reporting/article-6563
India,2019/112,New data on quarantine pests and pests of the EPPO Alert List,2019-06,https://gd.eppo.int/reporting/article-6542
India,2019/053,Spodoptera frugiperda continues to spread in Asia,2019-03,https://gd.eppo.int/reporting/article-6483
India,2019/061,Recent studies on Grapevine red blotch virus,2019-03,https://gd.eppo.int/reporting/article-6491
India,2019/049,New data on quarantine pests and pests of the EPPO Alert List,2019-03,https://gd.eppo.int/reporting/article-6479
India,2019/004,New data on quarantine pests and pests of the EPPO Alert List,2019-01,https://gd.eppo.int/reporting/article-6434
India,2018/179,First report of Phyllosticta citricarpa in India,2018-09,https://gd.eppo.int/reporting/article-6373
India,2018/154,First report of Spodoptera frugiperda in India,2018-08,https://gd.eppo.int/reporting/article-6348
India,2018/024,New data on quarantine pests and pests of the EPPO Alert List,2018-02,https://gd.eppo.int/reporting/article-6218
India,2017/104,First report of Rose rosette virus in India,2017-05,https://gd.eppo.int/reporting/article-6072
India,2016/209,First report of Aleurothrixus (=Aleurotrachelus) trachoides in India,2016-11,https://gd.eppo.int/reporting/article-5954
India,2016/106,Pre-adaption or genetic shift in the invasive alien plant Impatiens glandulifera,2016-05,https://gd.eppo.int/reporting/article-5740
India,2016/024,New data on quarantine pests and pests of the EPPO Alert List,2016-02,https://gd.eppo.int/reporting/article-5192
India,2016/014,First report of Puccinia horiana in India,2016-01,https://gd.eppo.int/reporting/article-5182
India,2015/219,Hotspots for invasive alien plants in India,2015-11,https://gd.eppo.int/reporting/article-5166
India,2015/053,Surveys on ‘Candidatus Liberibacter asiaticus’ in India,2015-03,https://gd.eppo.int/reporting/article-4519
India,2015/057,New data on quarantine pests and pests of the EPPO Alert List,2015-03,https://gd.eppo.int/reporting/article-4523
India,2015/024,First report of Tuta absoluta in India,2015-02,https://gd.eppo.int/reporting/article-4450
India,2012/180,Invasive alien plants’ impacts on endangered fauna in Indian natural reserves,2012-08,https://gd.eppo.int/reporting/article-2386
India,2012/038,New data on quarantine pests and pests of the EPPO Alert List,2012-02,https://gd.eppo.int/reporting/article-1865
India,2011/042,New data on quarantine pests and pests of the EPPO Alert List,2011-02,https://gd.eppo.int/reporting/article-102
India,2011/003,New data on quarantine pests and pests of the EPPO Alert List,2011-01,https://gd.eppo.int/reporting/article-40
India,2010/229,"International Symposium on ‘System Intensification towards Food & Environmental Security’ (Kalyani, IN,2011-02-24/27)",2010-11,https://gd.eppo.int/reporting/article-755
India,2010/041,New data on quarantine pests and pests of the EPPO Alert List,2010-02,https://gd.eppo.int/reporting/article-396
India,2009/214,New data on quarantine pests and pests of the EPPO Alert List,2009-11,https://gd.eppo.int/reporting/article-468
India,2009/200,New data on quarantine pests and pests of the EPPO Alert List,2009-10,https://gd.eppo.int/reporting/article-412
India,2009/182,New data on quarantine pests and pests of the EPPO Alert List,2009-09,https://gd.eppo.int/reporting/article-380
India,2008/070,New data on quarantine pests and pests on the EPPO Alert List,2008-04,https://gd.eppo.int/reporting/article-632
India,2007/210,New data on quarantine pests and pests of the EPPO Alert List,2007-11,https://gd.eppo.int/reporting/article-1273
India,2007/216,Invasive Bactrocera species in Africa,2007-11,https://gd.eppo.int/reporting/article-1296
India,2007/080,New data on quarantine pests and pests of the EPPO Alert List,2007-04,https://gd.eppo.int/reporting/article-1051
India,2007/045,New data on quarantine pests and pests of the EPPO Alert List,2007-03,https://gd.eppo.int/reporting/article-943
India,2006/095,New data on quarantine pests and pests of the EPPO Alert List,2006-05,https://gd.eppo.int/reporting/article-1015
India,2006/076,New data for quarantine pests and pests on the EPPO Alert List,2006-04,https://gd.eppo.int/reporting/article-981
India,2005/040,First report of Iris yellow spot tospovirus on onions in India,2005-03,https://gd.eppo.int/reporting/article-1372
India,2004/118,New data on quarantine pests and pests of the EPPO Alert List,2004-08,https://gd.eppo.int/reporting/article-1639
India,2004/100,New data on quarantine pests and pests of the EPPO Alert List,2004-07,https://gd.eppo.int/reporting/article-1621
India,2003/099,New data on quarantine pests and pests of the EPPO Alert List,2003-07,https://gd.eppo.int/reporting/article-2085
India,2002/107,New data on quarantine pests and pests of the EPPO Alert List,2002-07,https://gd.eppo.int/reporting/article-2271
India,2002/071,New data on quarantine pests and pests of the EPPO Alert List,2002-05,https://gd.eppo.int/reporting/article-2235
India,2002/052,New data on quarantine pests and pests of the EPPO Alert List,2002-04,https://gd.eppo.int/reporting/article-2215
India,2002/035,New data on quarantine pests and pests of the EPPO Alert List,2002-03,https://gd.eppo.int/reporting/article-2198
India,2001/081,New data on quarantine pests and pests of the EPPO Alert List,2001-05,https://gd.eppo.int/reporting/article-2906
India,2001/065,Details on Bemisia tabaci biotype B in India,2001-04,https://gd.eppo.int/reporting/article-2890
India,2001/021,New data on quarantine pests and pests of the EPPO Alert List,2001-02,https://gd.eppo.int/reporting/article-2846
India,2000/148,New data on quarantine pests and pests of the EPPO Alert List,2000-10,https://gd.eppo.int/reporting/article-3179
India,2000/129,New data on quarantine pests and pests of the EPPO Alert List,2000-09,https://gd.eppo.int/reporting/article-3160
India,2000/091,New data on quarantine pests and pests of the EPPO Alert List,2000-06,https://gd.eppo.int/reporting/article-3121
India,2000/022,New data on quarantine pests,2000-02,https://gd.eppo.int/reporting/article-3052
India,1999/168,New data on quarantine pests,1999-11,https://gd.eppo.int/reporting/article-3488
India,1999/171,First report of lime witches' broom phytoplasma in India,1999-11,https://gd.eppo.int/reporting/article-3491
India,1999/135,New data on quarantine pests,1999-09,https://gd.eppo.int/reporting/article-3455
India,1999/097,First report of Claviceps africana in India,1999-06,https://gd.eppo.int/reporting/article-3417
India,1999/034,New data on quarantine pests,1999-03,https://gd.eppo.int/reporting/article-3354
India,1999/001,New data on quarantine pests,1999-01,https://gd.eppo.int/reporting/article-3321
India,1998/139,New data on quarantine pests,1998-08,https://gd.eppo.int/reporting/article-3648
India,1998/100,New data on quarantine pests,1998-06,https://gd.eppo.int/reporting/article-3609
India,1998/42,New data on quarantine pests,1998-03,https://gd.eppo.int/reporting/article-3551
India,1998/22,New data on quarantine pests,1998-02,https://gd.eppo.int/reporting/article-3531
India,1997/173,Geographical distribution of Unaspis yanonensis,1997-09,https://gd.eppo.int/reporting/article-3902
India,1997/170,New data on quarantine pests,1997-09,https://gd.eppo.int/reporting/article-3899
India,1997/115,Diseases of citrus in the Mediterranean and Near East regions,1997-06,https://gd.eppo.int/reporting/article-3844
India,1997/120,Details on the situation of Tilletia indica in India,1997-06,https://gd.eppo.int/reporting/article-3849
India,1997/28,New data on pests of quarantine importance,1997-02,https://gd.eppo.int/reporting/article-3757
India,1996/204,New data on pests and diseases of plant quarantine importance,1996-11,https://gd.eppo.int/reporting/article-4158
India,1996/125,New data on pests and diseases of quarantine importance,1996-07,https://gd.eppo.int/reporting/article-4080
India,1996/110,New records of Liriomyza sativae in Asia and Africa,1996-06,https://gd.eppo.int/reporting/article-4065
India,1992/04,Pseudomonas solanacearum on potatoes in India,1992-04,https://gd.eppo.int/reporting/article-5102
India,1990/11,Xanthomonas campestris pv. pruni,1990-03,https://gd.eppo.int/reporting/article-5591
Indonesia,2025/206,New data on quarantine pests and pests of the EPPO Alert List,2025-09,https://gd.eppo.int/reporting/article-8221
Indonesia,2023/031,New data on quarantine pests and pests of the EPPO Alert List,2023-02,https://gd.eppo.int/reporting/article-7513
Indonesia,2023/001,New data on quarantine pests and pests of the EPPO Alert List,2023-01,https://gd.eppo.int/reporting/article-7483
Indonesia,2021/096,New data on quarantine pests and pests of the EPPO Alert List,2021-05,https://gd.eppo.int/reporting/article-7035
Indonesia,2021/027,New data on quarantine pests and pests of the EPPO Alert List,2021-02,https://gd.eppo.int/reporting/article-6966
Indonesia,2019/139,First report of Spodoptera frugiperda in Indonesia,2019-07,https://gd.eppo.int/reporting/article-6569
Indonesia,2019/133,New data on quarantine pests and pests of the EPPO Alert List,2019-07,https://gd.eppo.int/reporting/article-6563
Indonesia,2016/004,New data on quarantine pests and pests of the EPPO Alert List,2016-01,https://gd.eppo.int/reporting/article-5172
Indonesia,2014/034,New data on quarantine pests and pests of the EPPO Alert List,2014-02,https://gd.eppo.int/reporting/article-2754
Indonesia,2010/120,New data on quarantine pests and pests of the EPPO Alert List,2010-06,https://gd.eppo.int/reporting/article-552
Indonesia,2007/016,Pathway analysis: aquatic plants imported in France,2007-01,https://gd.eppo.int/reporting/article-875
Indonesia,2005/033,New data on quarantine pests and pests of the EPPO Alert List,2005-03,https://gd.eppo.int/reporting/article-1365
Indonesia,2004/160,New data on quarantine pests and pests of the EPPO Alert List,2004-11,https://gd.eppo.int/reporting/article-1681
Indonesia,2004/083,New data on quarantine pests and pests of the EPPO Alert List,2004-06,https://gd.eppo.int/reporting/article-1604
Indonesia,2003/099,New data on quarantine pests and pests of the EPPO Alert List,2003-07,https://gd.eppo.int/reporting/article-2085
Indonesia,2001/081,New data on quarantine pests and pests of the EPPO Alert List,2001-05,https://gd.eppo.int/reporting/article-2906
Indonesia,1999/061,"Bactrocera dorsalis occurs in Java, Indonesia",1999-04,https://gd.eppo.int/reporting/article-3381
Indonesia,1999/001,New data on quarantine pests,1999-01,https://gd.eppo.int/reporting/article-3321
Indonesia,1997/206,Potato pests in Indonesia: first report of Liriomyza huidobrensis,1997-11,https://gd.eppo.int/reporting/article-3935
Indonesia,1997/173,Geographical distribution of Unaspis yanonensis,1997-09,https://gd.eppo.int/reporting/article-3902
Indonesia,1997/177,20th Session of the Asia and Pacific Plant Protection Commission (APPPC),1997-09,https://gd.eppo.int/reporting/article-3906
Indonesia,1997/84,Loss estimates on soybean crops due to diseases and nematodes,1997-04,https://gd.eppo.int/reporting/article-3813
"Iran, Islamic Republic of",2025/157,Recent studies and reviews involving bacteria associated with acute oak decline,2025-06,https://gd.eppo.int/reporting/article-8170
"Iran, Islamic Republic of",2025/150,First report of Pantoea stewartii subsp. stewartii in Iran,2025-06,https://gd.eppo.int/reporting/article-8163
"Iran, Islamic Republic of",2025/104,First report of Pantoea stewartii subsp. indologenes causing maize leaf blight disease in Iran,2025-04,https://gd.eppo.int/reporting/article-8117
"Iran, Islamic Republic of",2025/028,New data on quarantine pests and pests of the EPPO Alert List,2025-02,https://gd.eppo.int/reporting/article-8041
"Iran, Islamic Republic of",2025/051,"Ipomoea species in Greece, Iran and Türkiye",2025-02,https://gd.eppo.int/reporting/article-8064
"Iran, Islamic Republic of",2025/013,Paecilomyces formosus: a new pathogen of trees,2025-01,https://gd.eppo.int/reporting/article-8024
"Iran, Islamic Republic of",2024/248,Update on the situation of Xylella fastidiosa in Iran and first record on alfalfa,2024-11,https://gd.eppo.int/reporting/article-7998
"Iran, Islamic Republic of",2024/150,First report of Spodoptera frugiperda in Iran,2024-07,https://gd.eppo.int/reporting/article-7900
"Iran, Islamic Republic of",2023/188,First report of High Plains wheat mosaic virus (emaravirus tritici) in Iran,2023-08,https://gd.eppo.int/reporting/article-7670
"Iran, Islamic Republic of",2022/134,"Recent studies on acute oak decline, involving Brenneria goodwinii and other bacteria",2022-06,https://gd.eppo.int/reporting/article-7365
"Iran, Islamic Republic of",2022/096,New data on quarantine pests and pests of the EPPO Alert List,2022-05,https://gd.eppo.int/reporting/article-7327
"Iran, Islamic Republic of",2021/235,New data on quarantine pests and pests of the EPPO Alert List,2021-11,https://gd.eppo.int/reporting/article-7174
"Iran, Islamic Republic of",2021/119,New data on quarantine pests and pests of the EPPO Alert List,2021-06,https://gd.eppo.int/reporting/article-7058
"Iran, Islamic Republic of",2021/042,"Erysiphe corylacearum, an emerging pathogen of hazelnut in the EPPO region",2021-02,https://gd.eppo.int/reporting/article-6981
"Iran, Islamic Republic of",2020/112,New data on quarantine pests and pests of the EPPO Alert List,2020-06,https://gd.eppo.int/reporting/article-6790
"Iran, Islamic Republic of",2019/122,The presence of Xanthomonas arboricola pv. pruni in Iran is considered doubtful,2019-06,https://gd.eppo.int/reporting/article-6552
"Iran, Islamic Republic of",2019/049,New data on quarantine pests and pests of the EPPO Alert List,2019-03,https://gd.eppo.int/reporting/article-6479
"Iran, Islamic Republic of",2019/027,New data on quarantine pests and pests of the EPPO Alert List,2019-02,https://gd.eppo.int/reporting/article-6457
"Iran, Islamic Republic of",2018/234,First report of Anredera cordifolia in Iran,2018-11,https://gd.eppo.int/reporting/article-6428
"Iran, Islamic Republic of",2018/011,A new citrus decline disease in Iran is associated with ‘Candidatus Liberibacter asiaticus’ and ‘Candidatus Phytoplasma aurantifolia’,2018-01,https://gd.eppo.int/reporting/article-6205
"Iran, Islamic Republic of",2017/219,First report of Phytophthora austrocedri on Cupressus sempervirens in Iran,2017-11,https://gd.eppo.int/reporting/article-6187
